,TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH,R_VALUE,T_REC,DATE
hmi.sharp_cea_720s[377][2011.02.18_12:00:00_TAI],3042.518,48130700000000.0,29061390000000.0,3.625073e+22,920.901,6.460724e+23,1169.670654,13622,9855.238,6348.181152,0.0186557,30.379,37.293,-0.0960442,0.03602339,90.794,43.448,100.343,52.311,4.797,2011.02.18_12:00:00_TAI,15023.5
hmi.sharp_cea_720s[377][2011.02.18_12:12:00_TAI],3041.266,47725910000000.0,30283100000000.0,3.603515e+22,924.041,6.497513e+23,1159.680542,13506,9942.174,6329.987793,0.01877827,30.992,37.62,-0.07395262,0.03628621,90.914,43.869,100.662,52.646,4.789,2011.02.18_12:12:00_TAI,15023.508333333333
hmi.sharp_cea_720s[377][2011.02.18_12:24:00_TAI],2904.397,46875750000000.0,26486690000000.0,3.602551e+22,805.014,6.497191e+23,1143.169434,13314,10009.62,6309.498535,0.01647122,30.322,37.152,-0.05807285,0.0319161,90.962,43.375,100.445,52.578,4.774,2011.02.18_12:24:00_TAI,15023.516666666666
hmi.sharp_cea_720s[377][2011.02.18_12:36:00_TAI],2976.225,47365620000000.0,28580310000000.0,3.619031e+22,869.806,6.414939e+23,1144.011353,13324,9767.59,6289.143066,0.01758853,29.998,37.063,-0.05325836,0.03431263,90.02,43.37,100.044,51.831,4.77,2011.02.18_12:36:00_TAI,15023.525
hmi.sharp_cea_720s[377][2011.02.18_12:48:00_TAI],2926.303,46713200000000.0,28761870000000.0,3.614846e+22,890.789,6.38516e+23,1141.061401,13290,9706.741,6266.307129,0.01798485,29.785,37.073,-0.05084654,0.03520023,89.48,43.36,99.228,51.539,4.768,2011.02.18_12:48:00_TAI,15023.533333333333
hmi.sharp_cea_720s[377][2011.02.18_13:00:00_TAI],2869.466,46332220000000.0,28723080000000.0,3.61216e+22,846.91,6.457945e+23,1137.261719,13246,9830.886,6245.581055,0.01712175,30.159,37.066,-0.02673473,0.033552,89.826,43.386,99.513,51.77,4.782,2011.02.18_13:00:00_TAI,15023.541666666666
hmi.sharp_cea_720s[377][2011.02.18_13:12:00_TAI],2934.247,47101550000000.0,29544370000000.0,3.617393e+22,837.128,6.473074e+23,1127.19458,13129,9831.457,6222.450195,0.01688574,29.83,36.888,-0.01012364,0.033226,89.923,43.406,99.406,51.816,4.772,2011.02.18_13:12:00_TAI,15023.55
hmi.sharp_cea_720s[377][2011.02.18_13:24:00_TAI],2989.728,47085660000000.0,31424190000000.0,3.640731e+22,927.059,6.356799e+23,1127.936157,13138,9585.444,6198.583496,0.01856531,29.502,36.679,-0.03004331,0.03653948,89.703,43.143,99.913,51.273,4.808,2011.02.18_13:24:00_TAI,15023.558333333332
hmi.sharp_cea_720s[377][2011.02.18_13:36:00_TAI],2934.482,46470160000000.0,31917830000000.0,3.631493e+22,926.859,6.377944e+23,1123.964844,13092,9638.365,6175.367676,0.01860154,29.785,36.765,-0.02464413,0.03665756,88.926,43.221,98.451,51.241,4.8,2011.02.18_13:36:00_TAI,15023.566666666668
hmi.sharp_cea_720s[377][2011.02.18_13:48:00_TAI],2888.89,46209000000000.0,34737980000000.0,3.618351e+22,945.545,6.387828e+23,1116.640991,13007,9604.345,6154.016602,0.0188807,30.445,37.175,-0.00250374,0.03759636,88.151,43.474,97.867,50.649,4.779,2011.02.18_13:48:00_TAI,15023.575
hmi.sharp_cea_720s[377][2011.02.18_14:00:00_TAI],2887.657,47574820000000.0,26087640000000.0,3.626178e+22,764.082,6.420783e+23,1114.296875,12980,9634.656,6130.006348,0.01522682,29.888,37.007,-0.09254942,0.03048202,89.124,43.308,99.136,51.429,4.779,2011.02.18_14:00:00_TAI,15023.583333333334
hmi.sharp_cea_720s[377][2011.02.18_14:12:00_TAI],2817.333,47534920000000.0,23623660000000.0,3.614311e+22,673.209,6.465577e+23,1103.025024,12849,9732.706,6107.11377,0.01345853,29.629,36.861,-0.09662376,0.02700918,89.403,43.266,99.29,51.37,4.724,2011.02.18_14:12:00_TAI,15023.591666666667
hmi.sharp_cea_720s[377][2011.02.18_14:24:00_TAI],2807.795,47427580000000.0,22163290000000.0,3.632764e+22,609.007,6.434737e+23,1096.479736,12773,9701.025,6084.076172,0.0121933,29.364,36.6,-0.08028974,0.0243395,89.979,43.082,100.517,51.525,4.732,2011.02.18_14:24:00_TAI,15023.6
hmi.sharp_cea_720s[377][2011.02.18_14:36:00_TAI],2799.006,47435180000000.0,22803480000000.0,3.631577e+22,594.944,6.45995e+23,1093.531616,12739,9739.618,6064.598145,0.01191318,29.484,36.66,-0.05882705,0.02376197,90.092,43.108,100.36,51.709,4.715,2011.02.18_14:36:00_TAI,15023.608333333334
hmi.sharp_cea_720s[377][2011.02.18_14:48:00_TAI],2831.955,47166370000000.0,26469970000000.0,3.63955e+22,712.729,6.43067e+23,1094.537109,12751,9748.372,6043.516602,0.01434871,29.012,36.497,-0.03845026,0.02833884,89.613,42.803,99.599,51.641,4.731,2011.02.18_14:48:00_TAI,15023.616666666667
hmi.sharp_cea_720s[377][2011.02.18_15:00:00_TAI],2854.615,47657980000000.0,24475850000000.0,3.652868e+22,673.104,6.39927e+23,1088.422729,12680,9685.367,6022.376953,0.01353055,28.709,36.407,-0.01304515,0.02670547,89.953,42.669,100.226,51.436,4.743,2011.02.18_15:00:00_TAI,15023.625
hmi.sharp_cea_720s[377][2011.02.18_15:12:00_TAI],2865.581,47177540000000.0,27338610000000.0,3.644493e+22,744.39,6.399856e+23,1086.854248,12662,9778.24,5996.753906,0.0151047,28.46,36.227,-0.01082073,0.02950657,90.662,42.363,101.344,51.545,4.758,2011.02.18_15:12:00_TAI,15023.633333333333
hmi.sharp_cea_720s[377][2011.02.18_15:24:00_TAI],2890.732,46856560000000.0,28714460000000.0,3.63388e+22,762.825,6.363761e+23,1082.024658,12606,9809.876,5974.654297,0.01561661,28.518,36.05,-0.01118341,0.03023963,90.625,42.287,101.59,51.902,4.727,2011.02.18_15:24:00_TAI,15023.641666666666
hmi.sharp_cea_720s[377][2011.02.18_15:36:00_TAI],2862.395,46341950000000.0,26885100000000.0,3.627523e+22,736.293,6.34398e+23,1074.453613,12518,9854.836,5947.003906,0.01519006,28.597,35.986,-0.0437462,0.02921228,90.803,42.164,101.797,52.253,4.734,2011.02.18_15:36:00_TAI,15023.65
hmi.sharp_cea_720s[377][2011.02.18_15:48:00_TAI],2891.185,47017460000000.0,23381710000000.0,3.638933e+22,646.574,6.241711e+23,1070.308472,12470,9748.461,5923.431641,0.01341161,27.829,35.697,-0.0205977,0.02555975,91.333,41.748,101.97,52.047,4.737,2011.02.18_15:48:00_TAI,15023.658333333333
hmi.sharp_cea_720s[377][2011.02.18_16:00:00_TAI],2868.211,46479020000000.0,26748760000000.0,3.641601e+22,720.045,6.266991e+23,1065.571899,12415,9753.146,5899.568848,0.01488188,28.001,35.787,-0.00368336,0.02846654,91.34,41.834,102.168,51.872,4.748,2011.02.18_16:00:00_TAI,15023.666666666666
hmi.sharp_cea_720s[377][2011.02.18_16:12:00_TAI],2882.369,46547380000000.0,27088090000000.0,3.648003e+22,739.042,6.286426e+23,1051.734375,12254,9845.253,5875.859863,0.0153714,27.658,35.667,-0.05952122,0.02903536,92.08,41.717,102.881,51.913,4.762,2011.02.18_16:12:00_TAI,15023.675
hmi.sharp_cea_720s[377][2011.02.18_16:24:00_TAI],2953.869,47135550000000.0,27147030000000.0,3.698886e+22,783.767,6.243572e+23,1057.123413,12317,9666.355,5851.298828,0.01611495,27.48,35.6,-0.10773896,0.03030509,92.078,41.576,103.028,52.285,4.722,2011.02.18_16:24:00_TAI,15023.683333333332
hmi.sharp_cea_720s[377][2011.02.18_16:36:00_TAI],3004.213,47876060000000.0,25962650000000.0,3.721941e+22,748.483,6.26307e+23,1055.647217,12300,9662.373,5825.799805,0.01533557,27.43,35.541,-0.10059494,0.02879121,92.436,41.342,103.623,52.481,4.715,2011.02.18_16:36:00_TAI,15023.691666666668
hmi.sharp_cea_720s[377][2011.02.18_16:48:00_TAI],2946.013,47446640000000.0,28895770000000.0,3.747411e+22,784.795,6.337785e+23,1049.795288,12232,9675.352,5803.740723,0.0159123,27.269,35.643,-0.07754754,0.03015128,91.345,41.302,102.447,51.622,4.758,2011.02.18_16:48:00_TAI,15023.7
hmi.sharp_cea_720s[377][2011.02.18_17:00:00_TAI],2992.645,48132000000000.0,29162500000000.0,3.799428e+22,782.23,6.295116e+23,1050.377075,12239,9469.298,5780.721191,0.01562678,26.833,35.25,-0.10172118,0.02965436,91.334,41.164,102.11,51.454,4.752,2011.02.18_17:00:00_TAI,15023.708333333334
hmi.sharp_cea_720s[377][2011.02.18_17:12:00_TAI],3000.246,48627130000000.0,28835100000000.0,3.84498e+22,780.678,6.382188e+23,1043.244385,12156,9391.829,5758.69873,0.01525745,27.093,35.538,-0.08258775,0.02938016,90.322,41.369,101.267,51.095,4.767,2011.02.18_17:12:00_TAI,15023.716666666667
hmi.sharp_cea_720s[377][2011.02.18_17:24:00_TAI],2946.167,48998670000000.0,30119310000000.0,3.854301e+22,792.62,6.509487e+23,1035.508179,12066,9423.902,5730.910156,0.01523918,27.64,35.853,-0.05937504,0.02995784,89.444,41.598,100.85,51.077,4.791,2011.02.18_17:24:00_TAI,15023.725
hmi.sharp_cea_720s[377][2011.02.18_17:36:00_TAI],2984.956,48067610000000.0,26838790000000.0,3.882319e+22,721.531,6.460437e+23,1037.213501,12086,9344.445,5705.189453,0.01385988,27.555,35.68,-0.03472162,0.02699845,88.846,41.442,99.339,50.344,4.791,2011.02.18_17:36:00_TAI,15023.733333333334
hmi.sharp_cea_720s[377][2011.02.18_17:48:00_TAI],2919.833,48424880000000.0,25832450000000.0,3.8764e+22,683.887,6.571407e+23,1038.491089,12101,9372.093,5681.792969,0.01295363,27.943,35.816,-0.01153281,0.025894,87.862,41.763,98.549,50.429,4.771,2011.02.18_17:48:00_TAI,15023.741666666667
hmi.sharp_cea_720s[377][2011.02.18_18:00:00_TAI],2944.474,48704040000000.0,23553750000000.0,3.890558e+22,667.537,6.593967e+23,1028.441895,11984,9291.463,5656.945312,0.01249228,27.492,35.606,-0.01497022,0.02530625,87.588,41.542,98.855,50.125,4.768,2011.02.18_18:00:00_TAI,15023.75
hmi.sharp_cea_720s[377][2011.02.18_18:12:00_TAI],2996.233,49163610000000.0,28730320000000.0,3.895194e+22,748.555,6.587383e+23,1024.225708,11935,9258.619,5631.99707,0.01397263,27.379,35.539,-0.00852003,0.02832244,86.814,41.495,98.114,49.948,4.775,2011.02.18_18:12:00_TAI,15023.758333333333
hmi.sharp_cea_720s[377][2011.02.18_18:24:00_TAI],2936.316,48943570000000.0,26899880000000.0,3.884967e+22,753.553,6.641086e+23,1023.795044,11930,9255.663,5609.161133,0.01394822,27.491,35.647,0.08910396,0.02867327,85.521,41.754,97.226,49.538,4.738,2011.02.18_18:24:00_TAI,15023.766666666666
hmi.sharp_cea_720s[377][2011.02.18_18:36:00_TAI],2985.978,49248150000000.0,24284510000000.0,3.89949e+22,676.705,6.661064e+23,1014.350952,11820,9291.251,5585.967285,0.01253598,27.349,35.56,0.00621316,0.02569477,85.42,41.457,96.887,49.676,4.728,2011.02.18_18:36:00_TAI,15023.775
hmi.sharp_cea_720s[377][2011.02.18_18:48:00_TAI],2967.9,49311350000000.0,26437990000000.0,3.868209e+22,696.3,6.669185e+23,1006.023987,11723,9323.82,5563.382324,0.01292893,27.408,35.574,0.00905756,0.02671873,85.583,41.482,97.063,49.768,4.748,2011.02.18_18:48:00_TAI,15023.783333333333
hmi.sharp_cea_720s[377][2011.02.18_19:00:00_TAI],2910.283,48450950000000.0,23469640000000.0,3.859708e+22,627.831,6.758543e+23,1004.302246,11703,9477.782,5542.670898,0.01169254,27.455,35.476,-0.01234455,0.02414012,85.448,41.599,96.564,49.16,4.751,2011.02.18_19:00:00_TAI,15023.791666666666
hmi.sharp_cea_720s[377][2011.02.18_19:12:00_TAI],2898.883,47632460000000.0,23247740000000.0,3.849909e+22,618.67,6.756062e+23,999.157288,11643,9532.532,5521.925293,0.01159319,27.678,35.57,-0.00683928,0.02380675,85.187,41.645,95.185,49.03,4.749,2011.02.18_19:12:00_TAI,15023.8
hmi.sharp_cea_720s[377][2011.02.18_19:24:00_TAI],2882.109,47408530000000.0,24497520000000.0,3.830457e+22,611.384,6.666895e+23,984.39447,11471,9528.491,5500.972168,0.01160562,27.404,35.391,0.00382018,0.02358765,85.984,41.317,96.63,49.59,4.742,2011.02.18_19:24:00_TAI,15023.808333333332
hmi.sharp_cea_720s[377][2011.02.18_19:36:00_TAI],2905.656,47313540000000.0,28539840000000.0,3.819169e+22,691.005,6.622559e+23,982.166077,11445,9545.935,5479.10498,0.01322826,27.099,35.328,-0.0187922,0.02658359,87.205,41.353,98.487,50.463,4.748,2011.02.18_19:36:00_TAI,15023.816666666668
hmi.sharp_cea_720s[377][2011.02.18_19:48:00_TAI],2947.115,47358360000000.0,28600550000000.0,3.829495e+22,707.337,6.524577e+23,981.655334,11439,9418.763,5460.248535,0.01356117,26.922,35.098,-0.02577424,0.02703229,87.652,41.142,99.008,50.483,4.732,2011.02.18_19:48:00_TAI,15023.825
hmi.sharp_cea_720s[377][2011.02.18_20:00:00_TAI],3045.842,46886010000000.0,31801960000000.0,3.81731e+22,817.287,6.421583e+23,980.798889,11429,9457.563,5439.318848,0.01598606,26.679,34.812,0.02289236,0.03109412,87.627,40.76,97.918,50.491,4.706,2011.02.18_20:00:00_TAI,15023.833333333334
hmi.sharp_cea_720s[377][2011.02.18_20:12:00_TAI],3135.764,46880220000000.0,34808280000000.0,3.817423e+22,991.023,6.34735e+23,985.954956,11489,9440.56,5419.705566,0.01957616,26.571,34.71,0.00826741,0.03740419,88.62,40.64,98.277,50.858,4.677,2011.02.18_20:12:00_TAI,15023.841666666667
hmi.sharp_cea_720s[377][2011.02.18_20:24:00_TAI],3128.169,47624900000000.0,34916770000000.0,3.809417e+22,922.078,6.368353e+23,991.799011,11557,9494.301,5395.637207,0.01825679,26.947,34.951,0.00947484,0.03492113,89.127,40.739,99.058,50.877,4.703,2011.02.18_20:24:00_TAI,15023.85
hmi.sharp_cea_720s[377][2011.02.18_20:36:00_TAI],3131.187,46710240000000.0,36044250000000.0,3.819048e+22,985.447,6.307416e+23,978.764404,11405,9448.162,5378.78418,0.01960426,26.673,34.85,-0.00600618,0.03692001,89.357,40.678,98.993,50.933,4.687,2011.02.18_20:36:00_TAI,15023.858333333334
hmi.sharp_cea_720s[377][2011.02.18_20:48:00_TAI],3068.815,46806540000000.0,34780900000000.0,3.820036e+22,949.245,6.409443e+23,970.447083,11308,9565.979,5358.913574,0.01881631,27.103,35.219,-0.00096966,0.03566758,89.931,40.794,100.114,50.9,4.68,2011.02.18_20:48:00_TAI,15023.866666666667
hmi.sharp_cea_720s[377][2011.02.18_21:00:00_TAI],3092.851,47599320000000.0,35507820000000.0,3.858982e+22,936.627,6.403874e+23,964.541565,11239,9513.166,5338.148438,0.01847827,26.527,34.863,-0.05133564,0.03484043,90.418,40.551,100.513,51.379,4.707,2011.02.18_21:00:00_TAI,15023.875
hmi.sharp_cea_720s[377][2011.02.18_21:12:00_TAI],3175.424,48620270000000.0,35711770000000.0,3.932971e+22,979.297,6.36994e+23,964.808716,11242,9262.299,5320.179688,0.01891191,25.861,34.505,-0.08667589,0.03594093,90.55,40.144,99.911,50.766,4.721,2011.02.18_21:12:00_TAI,15023.883333333333
hmi.sharp_cea_720s[377][2011.02.18_21:24:00_TAI],3166.668,47962770000000.0,35295660000000.0,3.944161e+22,979.831,6.340736e+23,954.69635,11124,9190.373,5302.066406,0.01886104,25.73,34.493,-0.02292332,0.03573333,89.86,40.098,99.154,50.495,4.704,2011.02.18_21:24:00_TAI,15023.891666666666
hmi.sharp_cea_720s[377][2011.02.18_21:36:00_TAI],3170.394,48730400000000.0,36448660000000.0,3.97846e+22,971.539,6.339071e+23,957.798096,11160,9001.522,5281.449707,0.0183216,25.562,34.351,-0.01908638,0.03546029,88.695,40.015,97.656,50.09,4.705,2011.02.18_21:36:00_TAI,15023.9
hmi.sharp_cea_720s[377][2011.02.18_21:48:00_TAI],3138.244,49433040000000.0,33489230000000.0,3.98615e+22,827.414,6.505263e+23,956.016602,11139,9106.486,5263.626953,0.01538316,26.038,34.626,-0.0351478,0.03034676,88.185,40.257,97.405,49.652,4.711,2011.02.18_21:48:00_TAI,15023.908333333333
hmi.sharp_cea_720s[377][2011.02.18_22:00:00_TAI],3070.473,49392520000000.0,33770680000000.0,4.015824e+22,848.763,6.467265e+23,945.817505,11020,8825.078,5244.910156,0.01538143,25.902,34.674,-0.0338463,0.03125385,86.259,40.265,95.628,48.741,4.685,2011.02.18_22:00:00_TAI,15023.916666666666
hmi.sharp_cea_720s[377][2011.02.18_22:12:00_TAI],3107.36,48630230000000.0,31725970000000.0,3.999968e+22,792.729,6.479887e+23,945.235779,11013,8901.179,5225.188965,0.01446217,25.795,34.384,-0.0174149,0.02924812,85.281,40.267,94.765,48.463,4.671,2011.02.18_22:12:00_TAI,15023.925
hmi.sharp_cea_720s[377][2011.02.18_22:24:00_TAI],3087.444,48482180000000.0,31238970000000.0,4.006493e+22,766.205,6.463103e+23,945.252136,11013,8778.673,5203.907715,0.01382143,26.013,34.548,-0.0366281,0.02836006,84.138,40.399,93.312,48.049,4.688,2011.02.18_22:24:00_TAI,15023.933333333332
hmi.sharp_cea_720s[377][2011.02.18_22:36:00_TAI],3088.173,47965770000000.0,31483870000000.0,4.008605e+22,776.831,6.404229e+23,933.947021,10881,8672.112,5184.303223,0.01397102,25.495,34.098,-0.0370899,0.02881987,83.307,40.119,92.111,47.445,4.693,2011.02.18_22:36:00_TAI,15023.941666666668
hmi.sharp_cea_720s[377][2011.02.18_22:48:00_TAI],3053.42,47518570000000.0,32223450000000.0,3.995913e+22,780.335,6.376816e+23,930.960938,10846,8680.575,5162.086426,0.01410763,25.277,33.955,0.02469069,0.02906204,82.984,40.04,91.891,47.311,4.701,2011.02.18_22:48:00_TAI,15023.95
hmi.sharp_cea_720s[377][2011.02.18_23:00:00_TAI],3012.629,47123950000000.0,30622980000000.0,3.969194e+22,707.674,6.456541e+23,930.640198,10842,8767.23,5142.125977,0.01276168,25.944,34.32,-0.03366456,0.02665365,81.912,40.344,91.202,46.837,4.74,2011.02.18_23:00:00_TAI,15023.958333333334
hmi.sharp_cea_720s[377][2011.02.18_23:12:00_TAI],3056.361,47074580000000.0,28726330000000.0,3.989823e+22,709.803,6.399245e+23,924.994568,10776,8683.636,5121.977539,0.01279224,25.385,33.949,-0.06822442,0.02655902,81.483,40.1,90.525,46.6,4.727,2011.02.18_23:12:00_TAI,15023.966666666667
hmi.sharp_cea_720s[377][2011.02.18_23:24:00_TAI],3022.049,47120430000000.0,28183520000000.0,3.950784e+22,677.983,6.427328e+23,925.015015,10776,8856.935,5098.913574,0.01240818,25.107,33.78,-0.01976932,0.02565763,81.67,40.028,90.846,47.245,4.683,2011.02.18_23:24:00_TAI,15023.975
hmi.sharp_cea_720s[377][2011.02.18_23:36:00_TAI],2971.505,45659480000000.0,30342210000000.0,3.958253e+22,709.669,6.261156e+23,923.584106,10759,8673.822,5079.326172,0.01305714,24.173,33.119,-0.02496062,0.02684625,81.058,39.568,90.44,46.271,4.669,2011.02.18_23:36:00_TAI,15023.983333333334
hmi.sharp_cea_720s[377][2011.02.18_23:48:00_TAI],2964.642,46347030000000.0,26377080000000.0,3.952037e+22,648.681,6.276417e+23,922.49353,10746,8725.144,5056.802734,0.01197646,23.989,33.04,0.01037391,0.02466833,81.06,39.244,90.319,46.997,4.654,2011.02.18_23:48:00_TAI,15023.991666666667
hmi.sharp_cea_720s[377][2011.02.19_00:00:00_TAI],2958.367,46018090000000.0,27403530000000.0,3.912841e+22,633.505,6.320079e+23,916.249023,10673,8827.725,5036.321777,0.01175247,24.311,33.318,0.00886786,0.02426628,80.62,39.721,90.433,46.78,4.666,2011.02.19_00:00:00_TAI,15024.0
hmi.sharp_cea_720s[377][2011.02.19_00:12:00_TAI],2941.351,46434390000000.0,25355250000000.0,3.930154e+22,594.181,6.348758e+23,909.493164,10594,8823.751,5014.231445,0.01096761,24.589,33.344,-0.01256641,0.0226865,80.659,39.731,90.904,47.04,4.667,2011.02.19_00:12:00_TAI,15024.008333333333
hmi.sharp_cea_720s[377][2011.02.19_00:24:00_TAI],2926.14,46436860000000.0,27419210000000.0,3.909719e+22,594.28,6.284247e+23,908.060303,10577,8771.002,4992.915039,0.01101539,24.256,33.171,0.01064555,0.0228928,80.886,39.685,91.228,47.152,4.665,2011.02.19_00:24:00_TAI,15024.016666666666
hmi.sharp_cea_720s[377][2011.02.19_00:36:00_TAI],2936.363,46970740000000.0,22422610000000.0,3.881281e+22,542.639,6.235144e+23,895.717041,10433,8801.661,4975.251953,0.01017378,24.515,33.352,-0.03708033,0.02105354,81.203,39.601,91.128,47.316,4.65,2011.02.19_00:36:00_TAI,15024.025
hmi.sharp_cea_720s[377][2011.02.19_00:48:00_TAI],2854.693,45199700000000.0,27290770000000.0,3.874869e+22,596.104,6.166806e+23,899.786377,10480,8746.845,4957.324707,0.01122881,24.356,33.191,-0.01903849,0.02316403,80.645,39.471,90.7,46.527,4.671,2011.02.19_00:48:00_TAI,15024.033333333333
hmi.sharp_cea_720s[377][2011.02.19_01:00:00_TAI],2893.826,45794740000000.0,28565650000000.0,3.867927e+22,600.154,6.163345e+23,896.719177,10444,8764.886,4937.450195,0.01133479,24.722,33.436,-0.03771419,0.02336869,80.628,39.434,91.078,46.599,4.637,2011.02.19_01:00:00_TAI,15024.041666666666
hmi.sharp_cea_720s[377][2011.02.19_01:12:00_TAI],2995.662,45643900000000.0,24930790000000.0,3.933896e+22,599.412,6.074681e+23,898.975403,10470,8597.068,4918.43457,0.01126651,23.373,32.737,-0.02247013,0.02287571,80.799,38.895,90.302,46.556,4.641,2011.02.19_01:12:00_TAI,15024.05
hmi.sharp_cea_720s[377][2011.02.19_01:24:00_TAI],2955.9,45570610000000.0,24410850000000.0,3.913077e+22,582.711,6.049038e+23,889.125061,10355,8611.275,4901.908203,0.0110172,23.409,32.739,-0.07434663,0.02240257,80.844,38.904,90.563,46.468,4.627,2011.02.19_01:24:00_TAI,15024.058333333332
hmi.sharp_cea_720s[377][2011.02.19_01:36:00_TAI],2930.225,45672810000000.0,24722890000000.0,3.908999e+22,553.136,6.089752e+23,888.726624,10350,8604.649,4883.273926,0.01037973,24.057,33.016,-0.03366117,0.02136681,80.492,39.304,90.63,46.586,4.64,2011.02.19_01:36:00_TAI,15024.066666666668
hmi.sharp_cea_720s[377][2011.02.19_01:48:00_TAI],2921.711,45366830000000.0,21764120000000.0,3.910886e+22,565.552,5.997869e+23,888.750488,10350,8467.991,4864.169922,0.01060436,24.047,32.95,-0.06960827,0.02178631,80.114,39.222,90.352,45.976,4.658,2011.02.19_01:48:00_TAI,15024.075
hmi.sharp_cea_720s[377][2011.02.19_02:00:00_TAI],2812.617,45995250000000.0,20689230000000.0,3.872343e+22,476.796,6.169101e+23,887.407288,10334,8753.893,4843.900879,0.00898547,24.596,33.348,-0.03033884,0.01868641,80.889,39.427,91.619,46.966,4.687,2011.02.19_02:00:00_TAI,15024.083333333334
hmi.sharp_cea_720s[377][2011.02.19_02:12:00_TAI],2833.712,46309730000000.0,21784630000000.0,3.886423e+22,452.208,6.036115e+23,871.884094,10153,8532.866,4823.486328,0.00848978,24.227,33.266,-0.03721463,0.01762961,80.28,39.418,91.088,46.624,4.704,2011.02.19_02:12:00_TAI,15024.091666666667
hmi.sharp_cea_720s[377][2011.02.19_02:24:00_TAI],2801.443,46120210000000.0,19424550000000.0,3.9164e+22,444.537,6.033174e+23,867.527344,10102,8397.075,4804.033691,0.0082168,24.009,33.106,-0.02306425,0.01730558,80.065,39.32,90.508,46.196,4.643,2011.02.19_02:24:00_TAI,15024.1
hmi.sharp_cea_720s[377][2011.02.19_02:36:00_TAI],2799.503,44633770000000.0,24109330000000.0,3.899899e+22,529.071,5.950276e+23,861.97467,10037,8392.299,4783.671875,0.0099101,23.706,32.868,-0.04413507,0.02050159,79.622,39.294,89.626,46.139,4.654,2011.02.19_02:36:00_TAI,15024.108333333334
hmi.sharp_cea_720s[377][2011.02.19_02:48:00_TAI],2851.326,45549840000000.0,22061960000000.0,3.921303e+22,521.885,5.985192e+23,857.012268,9979,8322.293,4765.053711,0.00963741,23.895,32.947,-0.04055686,0.02019843,79.53,39.409,89.804,45.93,4.639,2011.02.19_02:48:00_TAI,15024.116666666667
hmi.sharp_cea_720s[377][2011.02.19_03:00:00_TAI],2836.282,45135320000000.0,18746420000000.0,3.9135e+22,457.829,6.012092e+23,838.575562,9764,8444.056,4745.286621,0.00854,23.62,32.903,-0.14122391,0.01772281,80.093,39.072,89.958,46.25,4.636,2011.02.19_03:00:00_TAI,15024.125
hmi.sharp_cea_720s[377][2011.02.19_03:12:00_TAI],2806.287,45846520000000.0,16446130000000.0,3.901132e+22,416.225,6.136709e+23,846.075134,9851,8562.385,4722.681152,0.00771272,24.333,33.045,-0.04584648,0.01622031,80.139,39.553,91.032,46.833,4.673,2011.02.19_03:12:00_TAI,15024.133333333333
hmi.sharp_cea_720s[377][2011.02.19_03:24:00_TAI],2851.645,45753230000000.0,19912680000000.0,3.925477e+22,479.177,6.107414e+23,844.463684,9832,8493.967,4701.40918,0.00885054,24.354,33.131,-0.02885003,0.01846512,79.291,39.513,89.486,46.43,4.682,2011.02.19_03:24:00_TAI,15024.141666666666
hmi.sharp_cea_720s[377][2011.02.19_03:36:00_TAI],2876.368,45753280000000.0,21513550000000.0,3.918487e+22,500.582,6.13863e+23,828.851318,9650,8525.729,4679.960938,0.00923344,24.668,33.283,-0.04665276,0.01929878,79.617,39.704,89.775,46.463,4.708,2011.02.19_03:36:00_TAI,15024.15
hmi.sharp_cea_720s[377][2011.02.19_03:48:00_TAI],2873.36,46439040000000.0,23212730000000.0,3.948552e+22,513.641,6.165929e+23,821.228943,9561,8449.714,4661.275391,0.00934861,24.245,33.279,-0.01236258,0.01971004,79.901,39.615,89.728,46.522,4.702,2011.02.19_03:48:00_TAI,15024.158333333333
hmi.sharp_cea_720s[377][2011.02.19_04:00:00_TAI],2829.792,45356250000000.0,22117680000000.0,3.945447e+22,496.103,6.097888e+23,813.344666,9469,8381.796,4637.756836,0.00905611,24.523,33.356,-0.05246945,0.01892891,79.318,39.898,89.091,45.609,4.721,2011.02.19_04:00:00_TAI,15024.166666666666
hmi.sharp_cea_720s[377][2011.02.19_04:12:00_TAI],2855.864,46483190000000.0,16282150000000.0,3.972933e+22,412.123,6.211466e+23,808.558044,9413,8476.637,4616.15918,0.00746925,24.478,33.296,-0.07814863,0.01569421,80.078,39.735,89.971,46.542,4.712,2011.02.19_04:12:00_TAI,15024.175
hmi.sharp_cea_720s[377][2011.02.19_04:24:00_TAI],2885.339,46460730000000.0,19506750000000.0,3.967057e+22,482.248,6.195999e+23,809.866089,9428,8548.173,4595.225586,0.00883594,24.484,33.31,-0.02268769,0.01826195,80.748,39.742,90.262,46.57,4.691,2011.02.19_04:24:00_TAI,15024.183333333332
hmi.sharp_cea_720s[377][2011.02.19_04:36:00_TAI],2943.127,47690540000000.0,21064830000000.0,3.990966e+22,503.93,6.181067e+23,806.706604,9391,8504.666,4572.912109,0.00920823,24.48,33.164,-0.01490033,0.01892795,81.037,39.62,89.844,46.993,4.705,2011.02.19_04:36:00_TAI,15024.191666666668
